year,organization group,job,salaries,overtime,other salaries,retirement,health and dental,other benefits
2013,"Public Works, Transportation & Commerce",Transit Car Cleaner,50490.33,1276.15,8851.12,11279.4,10670.17,4944.17
2013,Community Health,Manager II,111089.57,0,0,21289.78,12855.45,8494.84
2013,Human Welfare & Neighborhood Development,Emp & Training Spec 2,38298.02,0,312,7030.92,6219.89,3197.58
2013,"Public Works, Transportation & Commerce","Stdntdsgntrain1, Arch/Eng/Plng",9004.02,0,0,0,2276.96,697.09
2013,"Public Works, Transportation & Commerce",Transit Operator,60745.94,3717.16,1393.07,15925.52,12665.08,5045.72
2013,"Public Works, Transportation & Commerce",Train Controller,96454.65,2972.61,7616.14,18430.94,12112.22,8569.47
2013,"Public Works, Transportation & Commerce",Principal Water Services Clerk,74628,9583.53,0,14664.14,12918.24,6765.08
2013,Community Health,Psychiatric Social Worker,66639.65,0,0,12135.02,9768.32,5353.1
2013,"Public Works, Transportation & Commerce",Transit Operator,69562.12,41915.96,7035.1,20688.2,14093.09,8816.25
2013,Culture & Recreation,Public Service Trainee,590.8,0,0,0,334.92,45.75
2013,Community Health,Health Program Coordinator 3,31118.51,0,0,5666.69,4185.2,2751.56
2013,Public Protection,"Counselor, Juvenile Hall",6483.02,21.88,222.57,0,1435.36,520.84
2013,Human Welfare & Neighborhood Development,Social Worker,1437.1,0,100.6,0,334.92,119.05
2013,"Public Works, Transportation & Commerce",General Laborer,62233.6,187.12,2638,12739.84,12870.39,5367.9
2013,General City Responsibilities,Transit Operator,23585.59,4104.34,987.61,6288.09,4917.43,2254.1
2013,Community Health,Food Service Worker,46066.5,0,2382.75,9540.34,12851.03,4037.17
2013,Public Protection,Firefighter,112889.83,12979.51,17995.46,22467.39,15683.42,2121.01
2013,"Public Works, Transportation & Commerce",Assoc Engineer,93912.09,0,0,16153.55,12727.92,7237.24
2013,Community Health,Nurse Practitioner,98019.1,8161.86,9324.78,24335.53,6866.4,9621.62
2013,"Public Works, Transportation & Commerce",Transit Operator,68011.74,44183.31,2592.95,18075.35,14179.87,8546.11
2013,Public Protection,Deputy Sheriff,90261.17,1198.09,13916.46,20398,12851.02,1654.34
2013,"Public Works, Transportation & Commerce",Automotive Mechanic Asst Sprv,95531.5,8539.88,22137.34,21617.18,12918.25,9501.03
2013,Public Protection,Police Officer,100432.48,10871.17,9268.92,17873.1,12801.8,2007.72
2013,Community Health,Public Health Nurse,122310.02,0,384.84,26509.67,12918.24,9488.6
2013,General Administration & Finance,"Claims Investigator, Ca",95789.52,0,0,18859.57,12918.24,7799.42
2013,"Public Works, Transportation & Commerce",Truck Driver,44793,850.47,3448,4548.43,9222.19,3800.66
2013,Human Welfare & Neighborhood Development,Senior Eligibility Worker,50760.22,0,438.38,9655.1,8739.25,4210.42
2013,Community Health,Sr Psychiatric Social Worker,99593.42,0,2108,19984.93,12918.24,7873.35
2013,"Public Works, Transportation & Commerce",Transit Operator,66490.84,7912.38,1707.55,18461.88,13470.86,5983.4
2013,Community Health,Registered Nurse,86669.58,31.03,9751.89,5363.24,8596.71,2430.09
2013,"Public Works, Transportation & Commerce",Clerk Typist,43206.05,11744.97,0,9762.83,12378.49,4254.31
2013,Community Health,Porter,23566.43,0,3510.03,4611.85,5532.6,2272.31
2013,"Public Works, Transportation & Commerce",Transit Operator,743.9,0,0,172.66,246.19,57.59
2013,General Administration & Finance,Planner 1,27377.82,0,0,6795.15,5943.29,2201.45
2013,"Public Works, Transportation & Commerce",Assoc Engineer,114384.15,0,857.68,22065.46,12918.26,9390.77
2013,General City Responsibilities,Transit Operator,12377.45,2372.35,97.7,3192.52,2507.64,1165.72
2013,Culture & Recreation,Librarian 1,5139.37,0,20.07,0,0,407.62
2013,Community Health,Porter,55026.01,308.1,3736.65,10941.49,12918.24,4625.46
2013,"Public Works, Transportation & Commerce","Stationary Eng, Sewage Plant",28998.02,302.06,2189.93,6649.28,4306.08,2650.22
2013,"Public Works, Transportation & Commerce",Manager V,152284.08,0,0,27043.91,12801.78,17205.07
2013,Public Protection,Police Officer 2,121068.01,1917.97,13299.23,23065.02,12918.24,1904.64
2013,Public Protection,Sr District Atty Investigator,40623.01,630.91,2437.79,7785.4,4677.58,741.59
2013,"Public Works, Transportation & Commerce",Materials Testing Aide,55968.14,0,0,9908.08,12709.03,4582.44
2013,General Administration & Finance,Asr-Office Assistant,15116.76,106.82,0,3130.66,3808.67,1240.73
2013,"Public Works, Transportation & Commerce",Transit Operator,64511.12,6639.76,1123.19,16797.47,13752.5,5553.58
2013,"Public Works, Transportation & Commerce",Graphics Supervisor,79561.61,0,0,15665.01,12918.24,6423.85
2013,"Public Works, Transportation & Commerce",Manager II,122592,0,0,21711.17,12801.79,16050.54
2013,"Public Works, Transportation & Commerce",Police Officer 3,200.07,914.61,11.38,40.93,20.94,19.13
2013,Community Health,Special Nurse,18091.46,0,1359.27,3164.01,0,5064.77
2013,"Public Works, Transportation & Commerce",Transit Operator,59435.87,4327.63,486.68,16075.98,12041.54,4972.11
2013,"Public Works, Transportation & Commerce",Building Inspector,77096.61,390.18,2424.51,14083.18,9333.8,6375.07
2013,"Public Works, Transportation & Commerce",Senior Account Clerk,65448,386.33,0,12860.45,12918.25,5331.78
2013,Public Protection,Firefighter,112889.8,24086.69,20626.04,22375.03,15683.42,2574.25
2013,General Administration & Finance,Asr-Office Assistant,34551.06,0,396,6363.89,8124.21,2905.36
2013,General Administration & Finance,Custodian,26987.33,912.64,204.29,975.57,7545.67,2233.17
2013,Public Protection,Police Officer 2,110840.57,26825.28,17446.48,21105.02,12918.25,2583.16
2013,Culture & Recreation,Museum Guard,6028.14,0,0,0,1586.37,466.7
2013,Community Health,"Marriage, Family & Child Cnslr",69100,77.74,2405.27,13933.09,11961.33,5747.31
2013,Public Protection,"Counselor, Juvenile Hall",62886.26,5562.32,6699.15,12270.75,12025.63,1529.41
2013,"Public Works, Transportation & Commerce",Transit Operator,68535.72,18633.79,7957.23,20678,13885.14,7228.21
2013,Community Health,Patient Care Assistant,60918.68,205.18,4016.33,12233.52,11506.81,5267.49
2013,Public Protection,Deputy Sheriff,91575,36732.96,20022.5,21850.82,12851.02,2454.84
2013,Public Protection,Clerk Typist,52728.03,555.72,2044,9974.09,12801.79,4622.7
2013,"Public Works, Transportation & Commerce",Sewer Service Worker,91042.59,14344.8,3563.69,16587.58,12801.79,9046.99
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,4415.76,0,0,0,2092.6,341.87
2013,Public Protection,Planner 2,54509.02,0,1516.16,9926.03,9108.97,4467.67
2013,"Public Works, Transportation & Commerce",PS Aide To Prof,19087.12,0,0,0,6133.17,1477.72
2013,General Administration & Finance,Senior Real Property Appraiser,92592.39,0,2200,17261.65,12573.14,7875.35
2013,Public Protection,"Counselor, Juvenile Hall",21306.43,561.7,0,3852.14,4192.96,622.72
2013,Human Welfare & Neighborhood Development,Commissioner No Benefits,250,0,0,0,0,19.76
2013,"Public Works, Transportation & Commerce",Executive Secretary 2,70266,0,0,12795.37,11767.8,5845.32
2013,General Administration & Finance,Manager III,135003.99,0,0,23909.24,12801.79,10932.24
2013,"Public Works, Transportation & Commerce",Assoc Engineer,110089.94,0,0,19496.96,12801.77,9058.25
2013,General Administration & Finance,IS Project Director,126021.6,0,0,22318.48,12752.55,9892.77
2013,Community Health,Sr Psychiatric Social Worker,94851.05,0,2088,19050.6,12918.24,8001.1
2013,Community Health,Physical Therapist,45745.58,0,0,0,0,3613.91
2013,Community Health,Medical Social Worker,86326.31,0,2016.8,17380.6,12296.25,7230.06
2013,Public Protection,"Insp, Fire Dept",19810.01,5849.61,1188.6,3718.85,1723.32,389.2
2013,"Public Works, Transportation & Commerce",Transit Operator,48966.54,8814.56,294.97,13565.29,9920.49,4566.3
2013,General Administration & Finance,Mayoral Staff IV,28734.4,0,0,871.68,7846.64,2224.62
2013,Community Health,Special Nurse,12735.72,0,903.42,0,1249.4,1055.94
2013,"Public Works, Transportation & Commerce",Assoc Engineer,114386.07,0,0,21913.14,12918.24,9277.12
2013,"Public Works, Transportation & Commerce",General Laborer,62480.47,1819.93,1642.39,12598.74,12918.24,5439.86
2013,Community Health,Registered Nurse,59045.51,0,12119.29,12627.91,6806.98,6171.13
2013,Human Welfare & Neighborhood Development,Senior Eligibility Worker,72393.05,0,2025.2,13551.52,12826.41,6139.98
2013,Community Health,Health Worker 2,46857.15,0,0,9704.12,12054,3835.41
2013,"Public Works, Transportation & Commerce",Custodian,55026,0,5947.81,11510.03,12918.25,4928.89
2013,"Public Works, Transportation & Commerce",Public Svc Aide-Public Works,18637.06,0,0,580.98,8832.01,1441.46
2013,"Public Works, Transportation & Commerce",Electronic Maintenance Tech,105513.5,12500.43,1228.61,20470.75,12918.25,9457.97
2013,Culture & Recreation,Admission Attendant,36012.28,3480.71,563.2,5729.22,11288.51,3225.07
2013,Public Protection,Firefighter,98710.97,19303.7,15729.55,21571.58,15932.5,2331.07
2013,Culture & Recreation,Librarian 3,96838.35,0,2432.27,18077.15,12801.79,8190.08
2013,Community Health,Special Nurse,45267,0,1433.87,468.94,4431.39,3487.44
2013,Public Protection,Police Officer 2,113998.2,17048.84,24330.95,20334.93,12863.33,2633.03
2013,Public Protection,Police Officer 2,126153.1,29683.57,17068.48,25405.99,12918.24,432.11
2013,Community Health,Psychiatric Social Worker,87334.03,0,1904,16250.23,12801.79,7396.12
2013,Culture & Recreation,Manager IV,143817.42,0,0,27551.42,12918.24,17056.09
2013,Community Health,"Marriage, Family & Child Cnslr",90693.02,0,648.05,17948.35,12918.24,7308.61
2013,Community Health,Special Nurse,28585.5,0,4663.95,2678.44,0,318.24
2013,Public Protection,Sergeant 3,68991.08,6652.43,2254.77,14009.97,6219.89,1315.28
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,22049.52,0,481.18,4666.09,10229.11,1744.33
2013,"Public Works, Transportation & Commerce",Manager II,85437.83,0,0,15131.11,8808.37,7892.73
2013,Public Protection,Public Safetycomm Disp,87696,11882.63,12185.34,18825.84,12918.24,9154.85
2013,General Administration & Finance,Mayoral Staff XII,84942.06,0,0,15467.9,12801.79,16294.14
2013,Community Health,Special Nurse,76255.83,759.2,12510.37,0,6442.67,6556.53
2013,General Administration & Finance,Custodian,462.26,0,0,0,0,36.52
2013,General Administration & Finance,Junior Clerk,2797.07,1024.67,221.55,0,932.43,313.04
2013,General Administration & Finance,Claims Investigator,90355.63,18013.13,10401.49,18203.68,12870.4,9382.08
2013,Public Protection,Sergeant 3,137716.83,48140.85,21557.33,24534.68,12777.18,3376.06
2013,"Public Works, Transportation & Commerce",IS Engineer-Principal,126868.02,0,0,24329.5,12918.24,9492.76
2013,Culture & Recreation,Library Page,25622.88,0,1025.67,6007.07,6758.15,2192.65
2013,Community Health,Accountant III,0,0,3491.48,0,7.59,267.1
2013,Public Protection,EMT/Paramedic/Firefighter,72702.98,8193.63,9773.79,13648.26,8493.93,1527.28
2013,Public Protection,Firefighter,110209.84,29544.34,23832.84,23513,14460.05,357.95
2013,"Public Works, Transportation & Commerce",Electrical Transit System Mech,82678.2,51348.09,5607.25,16360.8,12918.25,9714.8
2013,Public Protection,Firefighter,82040.02,9068.81,7675.23,16930.38,15454.05,1718.62
2013,"Public Works, Transportation & Commerce",Assistant Const Inspector,81686.5,16509.27,9.41,16057.35,12918.24,7527.1
2013,Public Protection,Senior Deputy Sheriff,101095.86,18540.44,15975.92,22922.64,12801.79,306.7
2013,General Administration & Finance,Planner 4,118014.03,0,0,20900.36,12801.79,9178.46
2013,Public Protection,Senior Legal Process Clerk,62802.11,2251.58,5707.46,13225.24,12918.24,5821.91
2013,Community Health,Special Nurse,52379.27,934.39,11249.8,0,4423.19,4998.51
2013,Human Welfare & Neighborhood Development,Employment & Training Spec 3,32279,0,0,6843.33,6219.89,2604.23
2013,"Public Works, Transportation & Commerce",General Laborer,62468.53,1427.14,2280,12729.17,12918.24,5456.14
2013,"Public Works, Transportation & Commerce",Gardener,64641.07,395.31,2775.2,13251.64,12918.25,5509.83
2013,Public Protection,Firefighter,116956.7,99340.3,17416.78,24379.16,15788.97,3988.4
2013,General Administration & Finance,Perf Analyst III Project Mgr,12528,0,0,2218.71,1435.36,1012.33
2013,Public Protection,Police Officer 3,120338.1,30025.06,9941.83,22812.39,12092.92,2615.9
2013,Culture & Recreation,Librarian 1,35505.43,0,705.98,6594.11,6973.3,2996.21
2013,Community Health,Registered Nurse,128567.6,217.17,14536.32,27411.23,12752.56,3584.19
2013,Public Protection,Attorney (Civil/Criminal),180051.05,0,4851.84,35424.02,12918.24,10481.16
2013,"Public Works, Transportation & Commerce",Transit Operator,64346.49,2781.67,1894.23,16956.32,13415.79,5425.21
2013,Public Protection,Police Officer,109841.04,17273.1,20785.47,19598.65,12740.24,2460.67
2013,Public Protection,Deputy Probation Officer,58280.73,6846.28,0,10537.15,8094.81,1057.66
2013,Community Health,Special Nurse,7407.22,0,101.8,757.37,0,3488.22
2013,Culture & Recreation,Swimming Instructor,2826.25,0,104.88,634.78,0,126.32
2013,"Public Works, Transportation & Commerce",Transit Operator,68245.23,13818.02,1492.26,18831.43,13826.29,6354.61
2013,"Public Works, Transportation & Commerce","Stdntdsgntrain3, Arch/Eng/Plng",24990.7,0,0,1235.18,5618.84,1934.79
2013,Public Protection,Firefighter,116956.72,97166.12,21719.17,25527.03,15788.97,3900.03
2013,"Public Works, Transportation & Commerce",Manager IV,143856.02,0,0,27691.24,12918.24,17215.68
2013,Community Health,Licensed Vocational Nurse,71966.4,11334.7,9097.66,15117.28,12631.17,7542.62
2013,Community Health,Registered Nurse,103390.06,49.45,7390.57,22090.39,9650.59,8999.05
2013,Culture & Recreation,Gardener,55148.44,0,105.35,10845.71,12787.04,4232.89
2013,Culture & Recreation,Pool Lifeguard,321.57,0,9.48,0,116.94,25.62
2013,Community Health,Psychiatric Social Worker,69531.33,0,5632.54,13784.92,10192.2,5851.97
2013,Public Protection,Deputy Sheriff,91644.17,1106.38,13770.31,20640.15,12866.42,1794.66
2013,"Public Works, Transportation & Commerce",Cashier 2,58644.01,348.71,648,11650.78,12918.24,4861.31
2013,Community Health,Manager VI,173934.21,0,0,30803.65,12801.79,10089.37
2013,General Administration & Finance,Senior Legal Process Clerk,22097.01,0,228,4065.43,4677.58,1734.45
2013,Public Protection,Sr District Atty Investigator,114062.03,473.93,6844.73,21301.91,12918.24,1955.02
2013,Community Health,Licensed Vocational Nurse,20304.11,0,1310.74,0,4333,1673.43
2013,"Public Works, Transportation & Commerce","Manager IV, MTA",122763.2,0,0,21741.4,12801.8,16874.51
2013,Human Welfare & Neighborhood Development,Employment & Training Spec 3,66396,0,0,12794.71,10525.98,5302.86
2013,Community Health,Medical Records Technician,69714.05,7754.11,0,13698.61,12918.24,6295.52
2013,Community Health,Patient Care Assistant,2652.8,0,0,0,787.8,205.38
2013,Community Health,Senior Administrative Analyst,84094.59,0,0,15313.65,12523.16,6922.03
2013,Human Welfare & Neighborhood Development,Senior Eligibility Worker,75033.01,6304.86,1540,15048.48,12918.24,6819.55
2013,Public Protection,Firefighter,3146.85,0,75.94,639.44,526.3,54.79
2013,Human Welfare & Neighborhood Development,Senior Collections Officer,72994.46,0,0,14348.42,12906.29,5896.24
2013,Community Health,Custodian,53650.48,0,631.8,10666.33,12595.29,4485.52
2013,Public Protection,Clerk Typist,52728.05,0,1584.01,9890.19,12801.79,4542.46
2013,Community Health,Health Program Coordinator 2,82914.12,0,104.8,15117.73,12473.39,6857.79
2013,Culture & Recreation,IT Operations Support Admn III,35123.03,0,1883.86,7488.25,5262.99,2808.26
2013,"Public Works, Transportation & Commerce",Transit Operator,63688.49,30494.21,456.81,16417.57,13278.59,7448.99
2013,Community Health,Nursing Assistant,68391,1911.75,3956.8,13558.06,12918.24,6008.99
2013,Community Health,Patient Care Assistant,8207.1,0,205.53,0,2437.27,651.31
2013,Culture & Recreation,Library Page,13997.02,0,271.04,0,4609.87,1104.64
2013,Community Health,Registered Nurse,108152.54,0,22929.05,23843.11,11402.95,9698.15
2013,Public Protection,Firefighter,112889.83,23486.27,18999.69,22491.87,15683.42,2591.65
2013,Culture & Recreation,Recreation Leader,5505.62,0,31.69,0,0,437.45
2013,Community Health,IS Business Analyst-Senior,95259.93,0,0,17346.85,12795.64,7711.96
2013,Community Health,Special Nurse,13838.71,0,887.5,383.9,0,2557.13
2013,Public Protection,Lieutenant 3,59104.53,4837.66,10886.6,10559.4,4800.67,1230.05
2013,Community Health,Registered Nurse,137150.05,0,250,27718.08,12801.79,9878.72
2013,Public Protection,Inspector 3,130021.67,26466.02,15646.78,24557.38,12063.22,352.12
2013,"Public Works, Transportation & Commerce",Transit Supervisor,91449,27540.56,6958.94,19097.95,12918.24,9481.36
2013,General Administration & Finance,Mayoral Staff XIII,96139.75,0,0,17507.1,12801.79,7728.41
2013,"Public Works, Transportation & Commerce",Transit Operator,66785.2,14657.66,2531.4,17744.17,13924.23,6596.72
2013,Community Health,Health Worker 2,46954.75,0,1700,9532.33,10142.49,4048.3
2013,"Public Works, Transportation & Commerce",Electronic Maintenance Tech,99921.6,10726.19,13285.82,19367.35,12654.08,10079.66
2013,"Public Works, Transportation & Commerce",Permit And Citation Clerk,66906.01,4936.64,0,13146.85,12918.25,5753.16
2013,Community Health,Health Care Billing Clerk 2,65048.24,626.68,0,11845.26,12712.11,5153.02
2013,Culture & Recreation,Swimming Instr/Pool Lifeguard,26543.53,0,1470.87,7147.62,6430.29,-367.22
2013,Community Health,Special Nurse,7851.45,0,241.65,188.51,0,3179.24
2013,Public Protection,Community Police Services Aide,63918.9,6439.15,10158.03,12964.97,12851.02,6182.63
2013,Community Health,Licensed Vocational Nurse,70286.51,2639.45,4285.29,12834.87,12695.31,6405.27
2013,Human Welfare & Neighborhood Development,Senior Clerk Typist,57876.05,0,624,10652.97,12801.79,4898.39
2013,General Administration & Finance,Real Property Appraiser,33464.51,0,700,7109.36,6163.08,2756.1
2013,"Public Works, Transportation & Commerce",Senior Const Inspector,104936,4490.05,4321.53,19242.28,12801.78,8949.27
